author,review,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,timestamp_created,timestamp_updated,cleaned_review,sentiment
76561199480113240,we need more female main characters,True,1,1,0.502074658870697,0,1760281488,1760281488,we need more female main characters,Positive
76561199881930953,"GREAT GAME
",True,0,0,0.4979252815246582,0,1760274437,1760274437,great game,Positive
76561198323663306,"I was enjoying Assassin’s Creed Shadows at first, even though it has a lot of performance problems. I’m running an RTX 5090 and still struggle to reach 60 frames per second. It’s ridiculous — I can play Red Dead Redemption 2 at 4K with 120 FPS, but this game barely manages 30–50 FPS at the same resolution.

Like most Ubisoft titles, it’s a massive map filled with repetitive tasks and endless collectibles that have little to no impact on the actual gameplay. For the first 10 hours, I was enjoying it, but after that, it feels like I’m doing exactly the same thing over and over again. I’m just pushing through to complete it, but without any real enjoyment. This has become a recurring pattern in Assassin’s Creed games — each entry gets bigger, but not better.

For reference, I platinumed Assassin’s Creed Origins, Odyssey, and Valhalla on my PlayStation account, so I’ve given this series plenty of time and patience. But I don’t see myself continuing to play Shadows, because it simply isn’t fun anymore.

Then, after losing internet access for about 4-5 days, I discovered that I couldn’t even launch the game. The Ubisoft Connect launcher refuses to open it without connecting to Ubisoft’s servers — even for the single-player campaign.

This means I cannot access a product I paid for, which from a consumer standpoint is ridiculous. It’s a shame that these companies bury the experience under DRM and force online checks for single-player content that should be playable offline and doesn’t affect anyone else.

This will be the last Ubisoft game I will ever buy.",False,6,1,0.5667870044708251,0,1760271581,1760271581,i was enjoying assassins creed shadows at first even though it has a lot of performance problems im running an rtx 5090 and still struggle to reach 60 frames per second its ridiculous i can play red dead redemption 2 at 4k with 120 fps but this game barely manages 3050 fps at the same resolution like most ubisoft titles its a massive map filled with repetitive tasks and endless collectibles that have little to no impact on the actual gameplay for the first 10 hours i was enjoying it but after that it feels like im doing exactly the same thing over and over again im just pushing through to complete it but without any real enjoyment this has become a recurring pattern in assassins creed games each entry gets bigger but not better for reference i platinumed assassins creed origins odyssey and valhalla on my playstation account so ive given this series plenty of time and patience but i dont see myself continuing to play shadows because it simply isnt fun anymore then after losing internet access for about 45 days i discovered that i couldnt even launch the game the ubisoft connect launcher refuses to open it without connecting to ubisofts servers even for the singleplayer campaign this means i cannot access a product i paid for which from a consumer standpoint is ridiculous its a shame that these companies bury the experience under drm and force online checks for singleplayer content that should be playable offline and doesnt affect anyone else this will be the last ubisoft game i will ever buy,Neutral
76561198064491870,No voice sound in cutscenes. Can't play.,False,8,0,0.5697278976440429,0,1760269013,1760269013,no voice sound in cutscenes cant play,Positive
76561198097543349,"shinbakufu storyline toward the end feels a bit rushed and anticlimactic. I think the devs had a lot of ideas about how everything connects, but the way the story is presented and written feels kind of messy—some important characters just show up and you have no idea who they are. 

game is visually stunning—probably one of the best so far, imo. great and beautiful open world design to explore. the distinctive combat styles between Naoe and Yasuke feel great",True,0,0,0.5,0,1760252008,1760252008,shinbakufu storyline toward the end feels a bit rushed and anticlimactic i think the devs had a lot of ideas about how everything connects but the way the story is presented and written feels kind of messysome important characters just show up and you have no idea who they are game is visually stunningprobably one of the best so far imo great and beautiful open world design to explore the distinctive combat styles between naoe and yasuke feel great,Positive
76561198067779012,"I've been waiting for something since Odyssey to peak my interest. This has an equally awesome map, amazing story, and in my opinion better fight sequences than Odyssey, and that's hard to beat. Easily my favourite game so far.",True,0,0,0.5,0,1760244228,1760244228,ive been waiting for something since odyssey to peak my interest this has an equally awesome map amazing story and in my opinion better fight sequences than odyssey and thats hard to beat easily my favourite game so far,Positive
76561198299388679,this is bad machanical game,False,1,0,0.4545454680919647,0,1760241690,1760241690,this is bad machanical game,Negative
76561198035998675,"I hear bears, but don't ever see them.  Also, I spend way to much time sliding down hills that I can't climb.",False,0,0,0.4761904776096343,0,1760238607,1760238607,i hear bears but dont ever see them also i spend way to much time sliding down hills that i cant climb,Neutral
76561198795927949,"Great game, maybe wait until it goes on sale again. Not necessary though as there is a lot of content. 9.5/10 imo.",True,0,0,0.5,0,1760234476,1760234476,great game maybe wait until it goes on sale again not necessary though as there is a lot of content 9510 imo,Positive
76561198799353783,meh,False,0,0,0.4761904776096343,0,1760231192,1760231192,meh,Neutral
76561198044035139,"i regret buying this, for a few reasons.

the game forces you to play a certain playstyle for the first time ever, naoe absolutely sucks in combat (unless you are in the endgame) but is great in stealth, yasuke is a beast in combat but horrible at stealth and movement, yasuke cant even unlock fast travel lookouts, because he can't climb long enough.

they could have just made Naoe the only protagonist with being a samurai and assassin at once, but no. they had to do push this dual protag nonsense that no one asked for.

i have no interest in playing further, the story, the missions, they are so boring that the entire game feels like im just playing it, but i dont like it, the prologue was great, the missions for Naoe were great, then everything else just.. fell to the classic ubisoft quality since odyssey.

the combat is horrible too, especially with Naoe, yeah i get it, she isnt supposed to be in combat, but on multiple occassions you HAVE to be in combat with Naoe, and that is so jank, so unbeliavably repetitive and jank, its like ghost of tsushima without all the polish and variety, its so barebones, so boring.

the only good thing i can say for this, is that this was the last ubisoft game ill ever buy, i won't be fooled again.

the voice acting is horrible, the facial animations are even worse, honestly this game feels like it was made without a human touch sometimes.

TLDR: boring, unpolished, don't buy.

i wasted 40 euros on ts.

just wait for ghost of yotei to come or play ghost of tsushima again, like a year or two.",False,1,0,0.4705882370471954,0,1760220085,1760220085,i regret buying this for a few reasons the game forces you to play a certain playstyle for the first time ever naoe absolutely sucks in combat unless you are in the endgame but is great in stealth yasuke is a beast in combat but horrible at stealth and movement yasuke cant even unlock fast travel lookouts because he cant climb long enough they could have just made naoe the only protagonist with being a samurai and assassin at once but no they had to do push this dual protag nonsense that no one asked for i have no interest in playing further the story the missions they are so boring that the entire game feels like im just playing it but i dont like it the prologue was great the missions for naoe were great then everything else just fell to the classic ubisoft quality since odyssey the combat is horrible too especially with naoe yeah i get it she isnt supposed to be in combat but on multiple occassions you have to be in combat with naoe and that is so jank so unbeliavably repetitive and jank its like ghost of tsushima without all the polish and variety its so barebones so boring the only good thing i can say for this is that this was the last ubisoft game ill ever buy i wont be fooled again the voice acting is horrible the facial animations are even worse honestly this game feels like it was made without a human touch sometimes tldr boring unpolished dont buy i wasted 40 euros on ts just wait for ghost of yotei to come or play ghost of tsushima again like a year or two,Negative
76561198831761640,REALLY FUN,True,0,0,0.5,0,1760215095,1760215095,really fun,Positive
76561198067328473,"When I started the game, I hated it. 
5 Hours 
Cut scenes, way to many cut scenes with characters you're not attached to with bad emotional acting.

20 Hours
The game starts FINALLY feeling kinda fun. Missions are interesting, story is pretty engaging and lots of side activities. 
The world is beautiful, one of the best I've seen to be honest.
The graphics are very nice but mostly the world scenery is just gorgeous.

60 hours +
Im absolutely hooked and find myself fearing the end to come.
- The side missions don't feel repetitive like the other games and discovering new areas or just beatiful backdrops and natural environments is still so rewarding.
- The combat is fun, though it's not a challenge like darksouls. The fighting is very familiar to AC Odyssey, I like it but wish it was a little more skill based.
- The story has reeled me in and I never know which direction to go as I want to do them all. You get to choose to chase down elite members or many organizations and get rewarded for individuals and completing the whole set.
- Quest choice is nice. Sometimes I want to keep hunting certain groups down but I keep getting side tracked by all the new option's. It's not ""grindy"" feeling, unless you're just hunting for resources for gear upgrades. 

80 hours +
Just leave me alone, I want to get back to taking screenshots of waterfall overlooks and random beautiful rivers with cherry blossom tree's in the middle of a mountain.",True,0,0,0.5,0,1760214561,1760214561,when i started the game i hated it 5 hours cut scenes way to many cut scenes with characters youre not attached to with bad emotional acting 20 hours the game starts finally feeling kinda fun missions are interesting story is pretty engaging and lots of side activities the world is beautiful one of the best ive seen to be honest the graphics are very nice but mostly the world scenery is just gorgeous 60 hours im absolutely hooked and find myself fearing the end to come the side missions dont feel repetitive like the other games and discovering new areas or just beatiful backdrops and natural environments is still so rewarding the combat is fun though its not a challenge like darksouls the fighting is very familiar to ac odyssey i like it but wish it was a little more skill based the story has reeled me in and i never know which direction to go as i want to do them all you get to choose to chase down elite members or many organizations and get rewarded for individuals and completing the whole set quest choice is nice sometimes i want to keep hunting certain groups down but i keep getting side tracked by all the new options its not grindy feeling unless youre just hunting for resources for gear upgrades 80 hours just leave me alone i want to get back to taking screenshots of waterfall overlooks and random beautiful rivers with cherry blossom trees in the middle of a mountain,Positive
76561197976104505,"Excellent game!

So far, I’ve only just finished Act 1 and played a little as Yasuke, but I absolutely love both Naoe and Yasuke — their different play styles make the experience really engaging.

My only gripe (and maybe it appears later, though I’m not sure) is that as Naoe, we can’t seem to use the Shuko or Ashiko to move along ceilings and drop down on unsuspecting targets. It feels like such a missed opportunity for stealth, but aside from that, I’m loving every minute!",True,0,0,0.5,0,1760209282,1760209282,excellent game so far ive only just finished act 1 and played a little as yasuke but i absolutely love both naoe and yasuke their different play styles make the experience really engaging my only gripe and maybe it appears later though im not sure is that as naoe we cant seem to use the shuko or ashiko to move along ceilings and drop down on unsuspecting targets it feels like such a missed opportunity for stealth but aside from that im loving every minute,Positive
76561197961456117,"I enjoyed the game until I had the pleasure of fighting the Oni.
A random red mist stun and and a random teleport kick -> insta dead. No defense or options to avoid it.

I spent 30min on that map and decided it wasnt worth it anymore. Its a complete stone wall for the rest of the game and it was boring, random and made me stop playing.",False,2,1,0.5065789818763732,0,1760204354,1760204354,i enjoyed the game until i had the pleasure of fighting the oni a random red mist stun and and a random teleport kick insta dead no defense or options to avoid it i spent 30min on that map and decided it wasnt worth it anymore its a complete stone wall for the rest of the game and it was boring random and made me stop playing,Negative
76561197981064656,"This one is between Yes and No actually.

Shadows is a gorgeous game with fluid parkour animation without clipping, but it is fundamentally confused about its own mythology from the very start. Our supposed new Assassin, Naoe, jas the Hidden Blade just like that but acting in the story  as if she's never heard of the Brotherhood or its tenets. 
It's an utterly baffling narrative decision; she's building some rogue league detached from centuries of established lore and driven purely by personal vengeance. 

Worse, after slogging through eighty hours of Animus data, there is virtually zero connection to the Order/Templars, the Hidden Ones/Assassins, or the precursor Isu civilization. The narrative itself takes an absolute age to get moving.  It took me thirty hours before I've met Diego ( a second PC). Thank goodness the mandatory dual-protagonist setup clearly favors Naoe, offering the true stealth the series demands. Her fluid shinobi approach to infiltration and refined kills is the superior, most satisfying gameplay loop. The other bloke's mandated ""trainwreck everything"" style is tiresome and repetitive, making him feel like an obligatory distraction. 

Ultimately, this title is more 16th-century Japan simulator than global historical conflict. The core struggle is absent, but if you can tolerate the narrative vacuum, Naoe provides a top-tier assassination experience.",True,2,0,0.5258620381355285,0,1760202588,1760202588,this one is between yes and no actually shadows is a gorgeous game with fluid parkour animation without clipping but it is fundamentally confused about its own mythology from the very start our supposed new assassin naoe jas the hidden blade just like that but acting in the story as if shes never heard of the brotherhood or its tenets its an utterly baffling narrative decision shes building some rogue league detached from centuries of established lore and driven purely by personal vengeance worse after slogging through eighty hours of animus data there is virtually zero connection to the ordertemplars the hidden onesassassins or the precursor isu civilization the narrative itself takes an absolute age to get moving it took me thirty hours before ive met diego a second pc thank goodness the mandatory dualprotagonist setup clearly favors naoe offering the true stealth the series demands her fluid shinobi approach to infiltration and refined kills is the superior most satisfying gameplay loop the other blokes mandated trainwreck everything style is tiresome and repetitive making him feel like an obligatory distraction ultimately this title is more 16thcentury japan simulator than global historical conflict the core struggle is absent but if you can tolerate the narrative vacuum naoe provides a toptier assassination experience,Neutral
76561198378817665,Really fun,True,1,0,0.5,0,1760200984,1760200984,really fun,Positive
76561198413453903,"How is this game crashing my PC. I am far above the minimum requirements and this game is next to unplayable with all the crashes. Not sure how anyone else can stand this.

Worthless copy and paste response. I have already done all of those things and just had another crash. This is why I refuse to pay full price for your crappy crashing bloatware. Install all of our extra cookies and spies otherwise you will have a bad experience. Glad I give up access to my computer to you hacks.",False,2,0,0.5145630836486816,0,1760197588,1760285943,how is this game crashing my pc i am far above the minimum requirements and this game is next to unplayable with all the crashes not sure how anyone else can stand this worthless copy and paste response i have already done all of those things and just had another crash this is why i refuse to pay full price for your crappy crashing bloatware install all of our extra cookies and spies otherwise you will have a bad experience glad i give up access to my computer to you hacks,Negative
76561198383889576,"i get it, its a reskin of odyssey. But i loved odyssey and a theme in japan is 10x better. Dont expect nothing crazy tho, 8/10",True,0,0,0.5,0,1760195577,1760195577,i get it its a reskin of odyssey but i loved odyssey and a theme in japan is 10x better dont expect nothing crazy tho 810,Positive
76561198051522230,"Don't fu**ing buy even on sale(or must be really cheap if I gonna recommend to try this), it's a waste of money af and I speak from gameplay and flow of story not from woke sh*t or color samurai. I'm not gonna use more of my time to write sh** in this review cuz it not worth my time and if you really want to know what I think just DM me or just go look for online review.

In short, go buy AC brotherhood or black flag or syndicate",False,5,0,0.4343509674072265,0,1760192241,1760192241,dont fuing buy even on saleor must be really cheap if i gonna recommend to try this its a waste of money af and i speak from gameplay and flow of story not from woke sht or color samurai im not gonna use more of my time to write sh in this review cuz it not worth my time and if you really want to know what i think just dm me or just go look for online review in short go buy ac brotherhood or black flag or syndicate,Neutral
76561198026236816,very good game i  played 10 hours and its fun to play with a good story,True,0,0,0.5,0,1760191845,1760191845,very good game i played 10 hours and its fun to play with a good story,Positive
76561198871788714,7/10,True,0,0,0.5,0,1760188062,1760188062,710,Neutral
76561197999836655,Does not work on proton,False,0,1,0.5,0,1760177337,1760177337,does not work on proton,Neutral
76561198284712291,"Not sure why there’s so much hate for this game — it’s honestly one of the best Assassin’s Creed titles yet. The story is engaging, the gameplay feels fresh, and the world is stunning. If you’re a true Assassin’s Creed fan, you’ll definitely appreciate this one. Don’t let the negativity stop you — give it a try and judge for yourself.",True,2,0,0.5151515007019042,0,1760175007,1760175007,not sure why theres so much hate for this game its honestly one of the best assassins creed titles yet the story is engaging the gameplay feels fresh and the world is stunning if youre a true assassins creed fan youll definitely appreciate this one dont let the negativity stop you give it a try and judge for yourself,Positive
76561198021472178,"On release I had an enjoyable time with no graphical or performance issues.

Now upon picking up the game months and months later working through my backlog I have unplayable amounts of stuttering. My systems specs have only gotten better (New CPU and some Ram) and zero adjustments to the in game settings or outside helps via mods or other means are fixing these persistent issues.

Don't buy, games pretty average to begin with just go get Ghosts of Tsushima.",False,1,0,0.5,0,1760164619,1760164619,on release i had an enjoyable time with no graphical or performance issues now upon picking up the game months and months later working through my backlog i have unplayable amounts of stuttering my systems specs have only gotten better new cpu and some ram and zero adjustments to the in game settings or outside helps via mods or other means are fixing these persistent issues dont buy games pretty average to begin with just go get ghosts of tsushima,Neutral
76561198040660091,"For years, we begged. We pleaded. We offered Ubisoft our firstborn children for an Assassin's Creed set in Feudal Japan. Well, the monkey's paw has finally curled, and Assassin's Creed Shadows has arrived with the grace and subtlety of a shogun falling down a flight of stairs.

The game presents us with two protagonists: Naoe, a nimble shinobi who is supposedly a master of stealth, and Yasuke, a powerful samurai who is a master of getting stuck on low-hanging lanterns. The idea is to switch between them for tactical advantage. In reality, you switch to Naoe to perform the one successful stealth takedown of the mission before immediately being spotted by a guard with supersonic hearing three villages away. This forces you to switch back to Yasuke, who handles combat with the elegance of a runaway ox cart. His heavy attacks have such a long wind-up time that you could file your taxes and make a cup of tea before the blade actually connects with anything.

Stealth, the very foundation of the ""Assassin"" name, has been interpreted in a fascinating new way. Here, ""stealth"" means crouching behind a paper-thin shoji screen while a guard stares directly at your silhouette, his detection meter filling up with agonizing slowness as he presumably tries to remember if that talking shadow was part of the original decor. The enemy AI seems to operate on two settings: (1) The situational awareness of a decorative rock, and (2) An all-seeing psychic hivemind that knows you just thought about stealing a rice ball from across the map.

And the world! It's beautiful, no doubt. The cherry blossoms are immaculate. But it feels less like a living world and more like an exquisitely designed checklist.

Liberate 37 identical bamboo forests? Check.

Collect 150 lost samurai haikus that all complain about the weather? Check.

Synchronize from the top of a pagoda only to perform a Leap of Faith into a pile of hay that inexplicably breaks your fall from 200 feet? A resounding, tradition-honoring check.

My journey was filled with memorable moments. There was the time my horse developed a sudden passion for architecture and decided to merge permanently with a teahouse roof. Or the climactic duel where my target simply forgot how to fight and stood there, T-posing his dominance over me until I put him out of his misery.

Assassin's Creed Shadows isn't a game; it's a cry for help hidden inside a beautiful travel brochure for Japan. It’s the answer to the question, ""What if a ninja tried to sneak around while wearing squeaky shoes and a giant neon sign?"" It finally gave us the setting we always wanted, but in the process, it forgot to bring the fun.

Final Verdict: A Dishonorable Discharge.",False,7,5,0.6197530627250671,0,1760162814,1760162814,for years we begged we pleaded we offered ubisoft our firstborn children for an assassins creed set in feudal japan well the monkeys paw has finally curled and assassins creed shadows has arrived with the grace and subtlety of a shogun falling down a flight of stairs the game presents us with two protagonists naoe a nimble shinobi who is supposedly a master of stealth and yasuke a powerful samurai who is a master of getting stuck on lowhanging lanterns the idea is to switch between them for tactical advantage in reality you switch to naoe to perform the one successful stealth takedown of the mission before immediately being spotted by a guard with supersonic hearing three villages away this forces you to switch back to yasuke who handles combat with the elegance of a runaway ox cart his heavy attacks have such a long windup time that you could file your taxes and make a cup of tea before the blade actually connects with anything stealth the very foundation of the assassin name has been interpreted in a fascinating new way here stealth means crouching behind a paperthin shoji screen while a guard stares directly at your silhouette his detection meter filling up with agonizing slowness as he presumably tries to remember if that talking shadow was part of the original decor the enemy ai seems to operate on two settings 1 the situational awareness of a decorative rock and 2 an allseeing psychic hivemind that knows you just thought about stealing a rice ball from across the map and the world its beautiful no doubt the cherry blossoms are immaculate but it feels less like a living world and more like an exquisitely designed checklist liberate 37 identical bamboo forests check collect 150 lost samurai haikus that all complain about the weather check synchronize from the top of a pagoda only to perform a leap of faith into a pile of hay that inexplicably breaks your fall from 200 feet a resounding traditionhonoring check my journey was filled with memorable moments there was the time my horse developed a sudden passion for architecture and decided to merge permanently with a teahouse roof or the climactic duel where my target simply forgot how to fight and stood there tposing his dominance over me until i put him out of his misery assassins creed shadows isnt a game its a cry for help hidden inside a beautiful travel brochure for japan its the answer to the question what if a ninja tried to sneak around while wearing squeaky shoes and a giant neon sign it finally gave us the setting we always wanted but in the process it forgot to bring the fun final verdict a dishonorable discharge,Positive
76561198042913113,"I haven't played an Assassin's Creed, with any real effort, since the very first one. I've always written them off as ""not for me"", as they often cater to a very particular niche of players. 

That said, this one is quite enjoyable. The setting, the environments, the main characters, and all of the surrounding characters make it quite an engaging experience.

I definitely recommend Assassin's Creed Shadows.",True,0,0,0.5,0,1760146541,1760146541,i havent played an assassins creed with any real effort since the very first one ive always written them off as not for me as they often cater to a very particular niche of players that said this one is quite enjoyable the setting the environments the main characters and all of the surrounding characters make it quite an engaging experience i definitely recommend assassins creed shadows,Positive
76561197997787365,"Fun game, quite repetitive but still enjoyable. Not worth all the flack it got. Buy it on sale, run around explore and have fun. Yasuke is a bit OP but if you main naoe most of the game it can be challenging.",True,0,0,0.5,0,1760145234,1760145234,fun game quite repetitive but still enjoyable not worth all the flack it got buy it on sale run around explore and have fun yasuke is a bit op but if you main naoe most of the game it can be challenging,Positive
76561198391482806,"Graphics 9.5/10 Gameplay 8/10 story 7/10
Side quests better than main quests
Assassination also good comparing with other AC Series",True,0,0,0.5,0,1760136861,1760136861,graphics 9510 gameplay 810 story 710 side quests better than main quests assassination also good comparing with other ac series,Positive
76561198013962565,Japan.,True,0,0,0.5,0,1760133750,1760133750,japan,Neutral
76561197999833563,Runs like garbage.,False,1,0,0.4545454680919647,0,1760126773,1760126773,runs like garbage,Neutral
76561198411614958,"I kinda felt like a lot of this game was just decent at best so long as you're playing exactly as intended; may god help you if you spurn the beaten path. This is the first game I've ever player where I had to fight the atrocious topology, exploring is such a pain because so much of the open world is dense foliage and steep hills, I really feel like you're just supposed to let your horse auto-navigate everywhere and at that point why bother having an open world?

I kinda like that your primary abilities are divided between two separate characters with opposite play-styles, even if switching between them is a pain. The skill trees felt motivating enough but I don't think that anything could convince me that AC needed a level system, and I've hated it since Syndicate.

I don't think any of the characters really appealed to me in any particular way and the English voice acting was really spotty on several supporting characters, which is something I don't usually notice but it stuck out this time.

I generally hate rolled loot and this game was no exception, I'm not even sure as to why it is in the game in the first place since legendary gear is so abundant but I did enjoy the modular weapon cosmetics customization.

I only played the base-game and I found it to be surprisingly barren of cool supernatural stuff aside from a single ghost in one quest-line and an underwhelming DBD crossover. Why pick old japan if you're afraid to even touch yõkai? Like at least give me a woman in the mountains with several suspicious statues or a beaked turtle with a receding hairline.

This game suffers from stability issues and at times makes performing simple actions difficult or impossible, for instance I couldn't sprint for the first 20 hours of my playthrough because I rebound the controls but still had ability 2 on r1+r2 and I guess the game didn't like there being too many buttons bound to r1. I fixed the issue by binding ability 2 to X+r2, which it should have been by default IMO,

4/10 just play AC Valhalla, it goes on sale for way cheaper",False,2,0,0.5,0,1760120117,1760120117,i kinda felt like a lot of this game was just decent at best so long as youre playing exactly as intended may god help you if you spurn the beaten path this is the first game ive ever player where i had to fight the atrocious topology exploring is such a pain because so much of the open world is dense foliage and steep hills i really feel like youre just supposed to let your horse autonavigate everywhere and at that point why bother having an open world i kinda like that your primary abilities are divided between two separate characters with opposite playstyles even if switching between them is a pain the skill trees felt motivating enough but i dont think that anything could convince me that ac needed a level system and ive hated it since syndicate i dont think any of the characters really appealed to me in any particular way and the english voice acting was really spotty on several supporting characters which is something i dont usually notice but it stuck out this time i generally hate rolled loot and this game was no exception im not even sure as to why it is in the game in the first place since legendary gear is so abundant but i did enjoy the modular weapon cosmetics customization i only played the basegame and i found it to be surprisingly barren of cool supernatural stuff aside from a single ghost in one questline and an underwhelming dbd crossover why pick old japan if youre afraid to even touch ykai like at least give me a woman in the mountains with several suspicious statues or a beaked turtle with a receding hairline this game suffers from stability issues and at times makes performing simple actions difficult or impossible for instance i couldnt sprint for the first 20 hours of my playthrough because i rebound the controls but still had ability 2 on r1r2 and i guess the game didnt like there being too many buttons bound to r1 i fixed the issue by binding ability 2 to xr2 which it should have been by default imo 410 just play ac valhalla it goes on sale for way cheaper,Neutral
76561198207755499,yummy ubislop,True,0,0,0.5,0,1760119530,1760119530,yummy ubislop,Neutral
76561197988819349,"Being forced to play as Yasuke. Makes me. Want to. Uninstall this game.
I don't care about that black dude (who's in the game only for real-world political reasons).
Just wanna play as a ninja!

Rest of the game I suppose is a solid 4/10.

--- EDIT ---
The main mission was blocked, needing ""the black dude"" to continue.
I was literally been asking for an Assassin's Creed Ninja game for more than 10 years.
But this was too much - the game has now been uninstalled, and I'm never touching it again.

Next time, Ubisoft, maybe ask people what they actually want, no?",False,5,2,0.4096423387527465,0,1760118670,1760184828,being forced to play as yasuke makes me want to uninstall this game i dont care about that black dude whos in the game only for realworld political reasons just wanna play as a ninja rest of the game i suppose is a solid 410 edit the main mission was blocked needing the black dude to continue i was literally been asking for an assassins creed ninja game for more than 10 years but this was too much the game has now been uninstalled and im never touching it again next time ubisoft maybe ask people what they actually want no,Negative
76561198346473772,"The fact that you are [b]forced[/b] even for a damn minute to play Yasuke, in a damn assassin's creed game, is an insult. He's powerful enough that I don't even look at his skills; literally couldn't care less. I only do the mandatory quests with him, farm his knowledge points, and upgrade his gear before doing a mission.
Other than that, the game is fantastic <3",True,0,0,0.4782608747482299,0,1760114764,1760114764,the fact that you are bforcedb even for a damn minute to play yasuke in a damn assassins creed game is an insult hes powerful enough that i dont even look at his skills literally couldnt care less i only do the mandatory quests with him farm his knowledge points and upgrade his gear before doing a mission other than that the game is fantastic 3,Neutral
